ID,AmountRain,StrongWindDir,StrongWindSpeed,MorningWindDir,AfternoonWindDir,AfternoonWindSpeed,MorningHumidity,AfternoonHumidity,MorningTemp,AfternoonTemp,DidRainToday,DaysSinceNewYear,TomorrowRainForecast
6368,0.6,NE,41.0,NE,NE,22.0,92.0,70.0,22.7,27.0,No,65,0
1414,0.0,NNE,35.0,E,E,17.0,56.0,35.0,27.5,35.4,No,333,0
1532,0.2,SE,15.0,,SE,11.0,79.0,62.0,9.9,17.4,No,147,0
6801,0.0,SE,28.0,SSE,SSE,13.0,75.0,52.0,10.1,14.4,No,163,0
2499,0.0,SE,31.0,SE,SSE,11.0,48.0,33.0,23.3,32.0,No,25,1
595,0.2,SSE,15.0,,ESE,7.0,85.0,52.0,4.0,14.7,No,207,0
2644,0.2,SSE,44.0,NNW,S,9.0,99.0,74.0,10.0,13.9,No,170,1
2167,0.0,NW,37.0,SSE,WNW,20.0,65.0,16.0,20.7,34.3,No,58,1
5171,18.0,SW,52.0,WSW,SSW,28.0,76.0,56.0,14.4,18.8,Yes,115,0
3922,0.0,E,22.0,SW,E,13.0,73.0,64.0,14.0,16.8,No,250,1
830,0.0,SE,57.0,SE,ENE,9.0,71.0,46.0,19.4,27.4,No,78,0
3814,0.0,N,20.0,,NNE,11.0,100.0,50.0,10.8,21.7,No,141,1
2783,0.0,W,61.0,W,W,31.0,57.0,40.0,12.1,16.2,No,309,0
5191,0.0,SSW,28.0,SW,SE,9.0,71.0,60.0,15.0,18.1,No,135,0
201,1.6,ENE,46.0,NW,ENE,20.0,99.0,71.0,8.3,16.4,Yes,171,1
3948,0.2,SSW,30.0,SW,ESE,7.0,73.0,56.0,13.7,18.0,No,276,0
5579,0.0,NNE,24.0,N,NNE,17.0,87.0,52.0,8.7,18.4,No,164,0
5516,0.0,ESE,31.0,W,ESE,20.0,58.0,40.0,19.6,25.6,No,101,1
6253,0.0,WSW,72.0,SW,SW,11.0,20.0,10.0,31.5,39.1,No,315,0
915,0.0,W,30.0,WNW,WNW,17.0,91.0,88.0,7.2,8.7,No,193,1
1432,0.0,W,35.0,SSE,S,9.0,46.0,11.0,24.6,37.7,No,16,0
1329,0.0,N,22.0,ENE,N,13.0,76.0,36.0,11.9,20.7,No,247,0
1484,0.0,S,43.0,S,W,11.0,74.0,37.0,15.7,25.8,No,96,0
2856,0.0,W,39.0,SSE,WSW,19.0,56.0,13.0,22.5,39.3,No,16,0
6173,0.2,WNW,37.0,NE,NW,17.0,69.0,29.0,17.2,28.5,No,234,0
6873,0.0,SW,37.0,N,WSW,17.0,33.0,13.0,18.1,23.8,No,238,0
6664,0.0,ESE,28.0,ESE,W,7.0,41.0,26.0,18.5,27.8,No,361,0
4791,0.0,N,15.0,SW,NE,6.0,96.0,54.0,18.2,26.6,No,91,0
5433,0.0,NNE,22.0,WSW,NNE,11.0,82.0,33.0,21.5,34.0,No,18,0
5275,0.0,WSW,20.0,SW,WNW,6.0,76.0,52.0,9.9,15.3,No,219,0
1437,0.2,WSW,52.0,S,W,26.0,63.0,11.0,24.2,35.6,No,21,0
6521,0.0,NE,17.0,ESE,SW,6.0,70.0,42.0,8.6,13.7,No,218,0
1580,5.0,NNE,37.0,N,N,9.0,86.0,89.0,13.7,14.0,Yes,195,1
3896,0.2,ENE,19.0,SE,ENE,4.0,100.0,45.0,8.9,17.7,No,224,0
1970,0.2,W,20.0,SSE,SW,2.0,81.0,41.0,4.6,11.5,No,222,0
5968,0.0,ESE,44.0,NNE,ESE,20.0,34.0,18.0,29.9,37.5,No,29,0
4533,0.0,NNE,22.0,WNW,NNE,13.0,100.0,57.0,11.2,17.6,No,194,0
4755,0.0,ENE,28.0,WSW,N,9.0,77.0,41.0,19.4,28.9,No,54,0
4858,5.6,W,24.0,,W,6.0,100.0,55.0,12.5,19.9,Yes,164,0
2731,8.6,N,46.0,NW,NW,22.0,84.0,56.0,14.1,15.4,Yes,257,1
5547,0.0,WSW,52.0,ESE,W,17.0,50.0,44.0,19.3,22.4,No,132,0
5339,10.0,W,50.0,NNE,SSE,9.0,78.0,41.0,19.5,29.5,Yes,284,1
1451,0.0,ENE,31.0,SE,NE,19.0,66.0,28.0,18.7,29.5,No,63,0
2006,0.0,W,37.0,NNW,N,11.0,68.0,64.0,13.6,18.1,No,258,0
2810,0.0,WNW,39.0,SSW,WSW,24.0,61.0,22.0,20.5,29.9,No,336,0
2515,0.0,E,28.0,SE,SE,9.0,53.0,23.0,23.3,33.6,No,41,0
5576,0.0,W,26.0,W,W,7.0,76.0,49.0,14.7,18.8,No,161,0
3159,0.0,S,39.0,WSW,SSW,26.0,70.0,66.0,11.5,15.2,No,148,0
5638,0.0,W,35.0,NW,WSW,20.0,56.0,35.0,14.3,18.6,No,223,0
148,0.0,SSE,19.0,SE,SSE,7.0,62.0,46.0,8.2,12.1,No,118,0
1054,0.0,SE,48.0,SSE,SE,15.0,50.0,35.0,16.9,21.4,No,337,0
6611,0.0,E,41.0,E,E,9.0,58.0,27.0,16.9,23.8,No,308,0
6044,0.0,NW,33.0,ENE,WNW,15.0,52.0,22.0,17.3,28.8,No,105,0
5065,0.0,NW,54.0,SSW,NE,9.0,83.0,58.0,23.3,29.9,No,9,1
3675,0.8,ESE,39.0,,SE,13.0,82.0,68.0,21.8,25.1,No,336,1
1940,4.4,WSW,39.0,NW,W,28.0,98.0,59.0,7.8,11.2,Yes,192,0
3834,0.0,S,39.0,SW,SSE,13.0,68.0,66.0,12.7,14.4,No,161,0
3748,0.0,ESE,24.0,S,ESE,17.0,75.0,61.0,19.2,23.6,No,45,0
2880,0.0,WSW,44.0,SSE,W,30.0,67.0,17.0,28.2,42.4,No,40,0
1440,0.0,NNE,43.0,NE,ENE,7.0,47.0,31.0,27.2,34.0,No,24,0
517,0.0,ENE,17.0,S,NE,9.0,99.0,47.0,8.1,19.6,No,129,0
5965,0.0,ENE,46.0,ENE,ESE,7.0,45.0,22.0,29.0,36.4,No,26,0
2814,0.0,NW,31.0,NNW,WNW,20.0,72.0,35.0,22.1,24.0,No,340,0
5851,0.2,SW,43.0,WSW,S,19.0,,,22.7,18.3,No,88,1
5237,0.8,SW,22.0,S,SSW,7.0,86.0,50.0,10.2,14.7,No,181,0
3386,0.0,NW,59.0,SW,WSW,11.0,44.0,22.0,18.1,27.4,No,18,0
6206,0.0,WSW,63.0,WSW,W,31.0,38.0,24.0,11.4,16.3,No,268,0
5553,0.0,SSW,26.0,WSW,N,9.0,78.0,37.0,10.9,20.0,No,138,0
4939,2.4,SW,59.0,SSW,SSW,26.0,52.0,44.0,12.4,15.5,Yes,245,0
3858,0.0,WNW,63.0,W,W,31.0,43.0,34.0,13.8,15.4,No,185,0
4621,0.0,WNW,80.0,E,WNW,43.0,67.0,9.0,18.5,33.1,No,285,0
4410,0.0,NE,26.0,,NNE,9.0,89.0,41.0,18.0,29.1,No,71,0
3306,,E,31.0,NNE,SSE,11.0,84.0,52.0,16.7,24.6,,300,0
259,0.0,WNW,15.0,,S,6.0,85.0,58.0,6.0,14.4,No,229,0
100,0.0,W,37.0,ENE,S,9.0,52.0,90.0,22.2,18.8,No,70,1
1643,3.2,SE,30.0,SE,ESE,9.0,93.0,99.0,10.9,12.1,Yes,258,1
2428,0.0,SW,24.0,ENE,SW,11.0,59.0,36.0,18.4,25.5,No,319,0
2000,12.4,WNW,35.0,WNW,NW,13.0,85.0,63.0,11.6,16.3,Yes,252,0
1683,0.0,NNW,22.0,SSE,WSW,13.0,68.0,36.0,11.9,20.3,No,299,0
0,0.6,W,44.0,W,WNW,24.0,71.0,22.0,16.9,21.8,No,335,0
2496,12.6,W,41.0,SSE,W,20.0,72.0,40.0,22.1,31.0,Yes,22,0
1696,0.0,WSW,43.0,WSW,WNW,26.0,62.0,35.0,14.9,19.6,No,312,0
3740,0.0,E,28.0,SSW,E,9.0,60.0,48.0,17.9,23.2,No,37,0
5687,3.2,NW,65.0,,N,15.0,99.0,56.0,10.4,20.7,Yes,272,0
1717,0.0,WNW,26.0,SSE,E,7.0,41.0,16.0,16.2,24.9,No,333,0
6618,0.0,NNE,43.0,NNE,N,17.0,50.0,25.0,26.0,34.6,No,315,1
3558,0.0,W,26.0,WNW,WNW,15.0,75.0,41.0,11.2,17.6,No,215,0
5910,0.0,NNW,37.0,,N,11.0,100.0,42.0,8.6,22.0,No,147,0
4028,0.2,E,31.0,SSE,ENE,11.0,89.0,53.0,21.6,28.9,No,358,0
2871,0.0,SSW,39.0,SSE,SW,19.0,55.0,27.0,21.6,27.1,No,31,0
5914,0.0,SW,37.0,SW,WSW,13.0,55.0,44.0,11.4,16.6,No,151,0
6263,0.0,WNW,57.0,WNW,WNW,17.0,42.0,51.0,28.6,27.4,No,325,0
2587,0.0,ESE,28.0,ESE,SE,13.0,49.0,24.0,14.5,22.0,No,113,0
5448,0.0,ESE,28.0,,NNW,6.0,83.0,45.0,21.1,31.3,No,33,1
3364,10.4,SW,20.0,SW,S,9.0,90.0,84.0,17.1,18.4,Yes,359,0
4322,0.0,E,35.0,SSW,ESE,17.0,34.0,48.0,22.1,22.4,No,290,0
5708,0.0,NE,37.0,WSW,E,19.0,68.0,53.0,16.2,21.0,No,293,0
5663,0.0,NE,15.0,WSW,NNE,7.0,69.0,46.0,13.0,20.3,No,248,0
4092,0.0,WSW,31.0,N,W,9.0,84.0,53.0,24.0,29.6,No,58,1
5463,0.0,ENE,28.0,WSW,NNE,7.0,74.0,48.0,19.2,27.9,No,48,0
4187,0.6,ENE,13.0,WSW,ESE,6.0,100.0,97.0,13.5,14.3,No,153,1
2737,0.0,ENE,26.0,ENE,NE,13.0,74.0,59.0,11.8,14.3,No,263,1
6254,0.0,S,37.0,SSE,SSW,17.0,21.0,7.0,30.0,37.2,No,316,0
6630,0.2,NE,46.0,NNE,NNE,15.0,47.0,32.0,23.0,28.7,No,327,0
5812,4.8,E,35.0,SSW,NNE,15.0,80.0,41.0,19.6,27.3,Yes,49,0
4664,0.0,S,52.0,ENE,S,26.0,60.0,77.0,19.9,17.5,No,328,0
4842,0.0,NE,13.0,W,N,7.0,88.0,43.0,15.1,24.9,No,145,0
6405,0.0,SSE,30.0,SSE,SSW,13.0,60.0,33.0,13.6,20.3,No,102,0
2889,,W,37.0,WNW,SW,15.0,82.0,42.0,11.0,18.9,,50,0
2090,0.0,SSE,50.0,NE,W,9.0,44.0,32.0,19.8,26.8,No,346,0
355,0.4,W,24.0,WSW,S,9.0,63.0,37.0,14.4,22.7,No,326,0
4313,0.0,E,33.0,SSE,ESE,22.0,57.0,52.0,15.3,18.0,No,281,1
4690,0.0,ESE,35.0,SSE,ENE,19.0,60.0,51.0,24.9,28.0,No,354,0
2823,0.0,NNE,33.0,SE,E,11.0,51.0,28.0,19.0,28.1,No,349,1
4985,0.0,SSE,37.0,S,SE,17.0,67.0,69.0,17.4,17.0,No,292,1
5656,0.0,SE,17.0,S,E,6.0,84.0,47.0,10.4,18.4,No,241,0
2963,0.0,ESE,15.0,SW,NNW,6.0,79.0,47.0,8.2,17.6,No,128,0
4164,0.0,E,20.0,ESE,NE,4.0,85.0,44.0,14.8,25.6,No,130,0
3317,0.2,ESE,24.0,SW,ESE,13.0,85.0,85.0,18.3,20.7,No,311,0
5282,0.0,E,22.0,SW,ESE,13.0,74.0,62.0,11.7,16.4,No,226,0
2278,16.4,SSE,22.0,S,S,7.0,78.0,54.0,8.5,13.2,Yes,169,0
3951,1.6,N,20.0,WNW,N,13.0,100.0,73.0,14.8,20.6,Yes,279,1
1610,0.0,W,56.0,N,NW,20.0,65.0,58.0,11.8,15.7,No,225,1
1331,0.2,NNW,44.0,NNW,N,22.0,69.0,57.0,12.4,15.9,No,249,1
132,0.0,NNE,19.0,ENE,SSW,7.0,65.0,35.0,16.1,25.0,No,102,0
3277,0.0,NW,80.0,WNW,WNW,37.0,32.0,25.0,16.1,17.1,No,268,0
5635,1.4,SSW,15.0,WSW,SE,7.0,97.0,46.0,10.0,17.7,Yes,220,0
4400,4.8,SE,33.0,SSE,SE,15.0,79.0,62.0,20.0,23.0,Yes,61,1
1403,0.0,WSW,52.0,W,SW,28.0,50.0,35.0,17.4,20.1,No,322,0
4926,0.0,SE,28.0,SW,SE,15.0,80.0,61.0,12.3,16.5,No,232,0
104,0.0,W,39.0,S,WNW,20.0,78.0,34.0,12.2,20.5,No,74,0
3767,0.2,SE,33.0,SE,E,19.0,48.0,42.0,19.8,22.4,No,64,0
3011,0.0,W,61.0,NNE,,,67.0,,21.0,,No,0,0
3849,0.2,NNE,11.0,,NNE,6.0,100.0,42.0,5.6,18.9,No,176,0
6252,0.0,NW,30.0,NW,WSW,6.0,22.0,15.0,27.8,34.5,No,314,0
3260,0.2,WSW,43.0,W,WSW,30.0,49.0,41.0,14.7,18.5,No,251,0
6291,0.0,WSW,35.0,E,S,9.0,24.0,13.0,25.6,33.2,No,353,0
1317,1.0,NW,43.0,WNW,WSW,2.0,79.0,96.0,11.8,11.7,No,235,1
4502,7.2,NW,31.0,E,NW,15.0,100.0,58.0,9.6,17.3,Yes,163,0
3101,32.0,SE,50.0,E,ESE,19.0,97.0,78.0,19.0,22.6,Yes,90,1
2928,0.0,SSE,19.0,SSE,ESE,11.0,65.0,33.0,15.6,22.7,No,93,0
3553,7.2,WNW,35.0,,NNE,9.0,100.0,76.0,10.6,19.7,Yes,210,1
3813,0.0,NE,17.0,,NNE,9.0,80.0,42.0,13.2,23.4,No,140,0
1229,0.4,W,20.0,S,W,13.0,100.0,63.0,7.0,15.0,No,147,0
4627,0.0,ENE,33.0,,ESE,9.0,71.0,25.0,14.3,25.0,No,291,0
124,0.0,WSW,31.0,E,NW,19.0,72.0,37.0,12.9,21.2,No,94,0
4397,0.4,E,31.0,N,NNE,13.0,84.0,51.0,23.0,31.6,No,30,1
6326,0.0,SW,33.0,SE,SSE,7.0,22.0,13.0,26.9,36.6,No,23,0
1773,31.0,ESE,35.0,S,SE,19.0,52.0,33.0,17.8,24.3,Yes,24,0
1253,0.0,NE,20.0,,NE,13.0,100.0,64.0,3.0,11.4,No,171,0
4733,0.0,ENE,39.0,N,ENE,19.0,71.0,39.0,22.8,30.9,No,32,0
6853,0.0,NNE,39.0,N,N,19.0,35.0,18.0,16.9,25.0,No,215,0
4308,0.0,NNE,24.0,N,ENE,7.0,61.0,22.0,17.7,28.7,No,276,0
3596,0.0,WSW,28.0,E,SE,11.0,78.0,99.0,16.1,14.1,No,256,1
1257,0.4,W,24.0,NNW,WNW,9.0,98.0,89.0,8.0,10.9,No,175,1
5141,0.0,SW,41.0,N,W,19.0,53.0,23.0,15.4,25.7,No,85,0
3777,0.8,S,39.0,N,SE,19.0,87.0,59.0,20.1,26.0,No,74,1
5859,0.0,ENE,19.0,SW,ESE,9.0,68.0,43.0,18.5,23.4,No,96,0
2198,0.0,SE,22.0,SE,SW,11.0,65.0,23.0,13.7,28.5,No,89,0
3385,0.2,SW,65.0,WSW,SW,33.0,40.0,21.0,20.3,24.4,No,17,0
968,0.0,ENE,31.0,ENE,E,11.0,65.0,68.0,14.5,15.6,No,246,1
244,0.8,NNW,37.0,W,WNW,15.0,79.0,49.0,9.9,13.6,No,214,0
2362,0.0,NNE,30.0,ESE,NNW,19.0,79.0,52.0,11.0,19.1,No,253,0
6129,0.0,E,30.0,E,ENE,11.0,78.0,42.0,9.1,17.5,No,190,0
1247,0.0,ENE,43.0,E,NE,17.0,97.0,65.0,7.3,15.4,No,165,0
2566,0.0,W,41.0,,W,19.0,73.0,21.0,12.6,29.1,No,92,0
5616,19.0,S,28.0,SSW,WSW,7.0,100.0,100.0,15.6,15.9,Yes,201,1
5841,1.2,ENE,20.0,ENE,ENE,9.0,,100.0,23.2,27.9,Yes,78,0
2419,1.8,W,37.0,W,WSW,20.0,64.0,43.0,15.6,22.2,Yes,310,0
6456,0.0,SSE,26.0,S,SE,13.0,85.0,52.0,10.3,18.2,No,153,0
358,0.0,N,78.0,SE,WNW,39.0,48.0,70.0,28.2,25.2,No,329,1
5483,0.0,NNE,24.0,NNE,E,11.0,85.0,46.0,23.7,33.6,No,68,0
4009,0.2,SE,24.0,SSW,E,7.0,75.0,61.0,14.3,17.7,No,339,0
5774,0.0,ENE,35.0,E,ESE,19.0,79.0,52.0,23.7,29.2,No,11,0
5908,0.0,WSW,22.0,SSE,ESE,6.0,76.0,58.0,12.3,18.2,No,145,0
6429,0.0,SW,44.0,S,S,13.0,56.0,36.0,14.1,19.7,No,126,0
3622,0.6,E,44.0,E,E,26.0,87.0,49.0,15.1,19.9,No,282,0
1989,0.0,WSW,20.0,,W,15.0,79.0,52.0,10.0,18.5,No,241,0
1202,0.0,ENE,30.0,SE,NE,11.0,79.0,50.0,10.4,19.4,No,120,0
3068,0.0,ESE,28.0,SW,E,13.0,78.0,46.0,18.7,25.3,No,57,0
2753,0.0,N,30.0,NNE,NW,15.0,72.0,55.0,13.6,20.3,No,279,0
5909,0.0,NNE,17.0,SSE,N,9.0,92.0,58.0,12.8,20.0,No,146,0
3488,0.0,SE,28.0,SW,SE,17.0,87.0,67.0,13.2,16.6,No,140,0
6325,0.0,WSW,39.0,WNW,WSW,19.0,24.0,12.0,32.9,39.3,No,22,0
2960,0.0,WSW,43.0,,NW,22.0,98.0,40.0,10.2,20.7,No,125,0
6412,0.0,NNE,24.0,ENE,ENE,7.0,58.0,36.0,22.2,27.0,No,109,0
2755,0.0,W,28.0,SW,E,7.0,83.0,57.0,14.5,20.3,No,281,0
2943,0.0,SE,17.0,ESE,SSE,9.0,78.0,49.0,16.2,24.3,No,108,0
5389,0.0,ESE,43.0,SSE,NE,7.0,71.0,28.0,21.8,31.5,No,339,0
1943,0.2,NE,24.0,SE,NE,13.0,96.0,90.0,6.0,11.0,No,195,1
6344,0.0,N,24.0,N,NNW,9.0,52.0,34.0,28.5,33.1,No,41,0
5536,0.8,WNW,50.0,N,W,22.0,100.0,35.0,17.8,28.8,No,121,0
3666,0.0,E,33.0,NNE,NE,9.0,73.0,41.0,20.2,28.5,No,327,0
2427,0.0,SE,31.0,SE,E,20.0,48.0,33.0,17.4,23.6,No,318,0
1035,0.0,WNW,37.0,SSE,W,19.0,65.0,29.0,18.9,28.4,No,318,0
4097,1.8,NNE,24.0,NNE,ENE,6.0,86.0,63.0,20.2,27.8,Yes,63,1
4869,0.0,WSW,59.0,W,W,35.0,48.0,42.0,14.6,16.7,No,175,0
924,0.0,SSE,33.0,SE,SSE,15.0,56.0,45.0,12.5,15.3,No,202,0
397,0.0,SW,30.0,ENE,NNW,9.0,55.0,24.0,21.3,30.6,No,3,0
4204,0.0,W,46.0,NNW,WSW,19.0,85.0,47.0,9.0,17.9,No,170,0
466,0.0,W,35.0,SSE,SW,19.0,77.0,36.0,19.4,31.5,No,78,0
2715,0.0,NNE,26.0,,N,9.0,85.0,51.0,10.0,16.5,No,241,0
5091,0.6,SE,24.0,S,SSE,15.0,84.0,68.0,19.2,21.4,No,35,0
4073,1.0,NNE,31.0,SSE,WSW,9.0,84.0,95.0,20.6,20.7,No,39,1
3367,1.6,SSE,33.0,S,SE,20.0,68.0,43.0,21.7,27.0,Yes,362,0
6697,0.0,NE,41.0,NNE,ESE,6.0,44.0,20.0,27.0,35.4,No,29,0
505,1.6,NW,30.0,NE,WNW,17.0,84.0,50.0,12.4,16.9,Yes,117,0
5599,0.0,NNE,13.0,,NNE,6.0,100.0,42.0,6.6,16.9,No,184,0
1207,0.0,WNW,28.0,,W,11.0,100.0,65.0,7.0,14.7,No,125,0
5079,18.6,WNW,46.0,SE,ENE,15.0,87.0,54.0,23.9,31.3,Yes,23,1
6620,49.4,SW,28.0,W,WSW,11.0,91.0,85.0,21.4,22.9,Yes,317,0
81,0.0,SSE,28.0,SSE,S,9.0,63.0,19.0,19.3,29.8,No,51,0
5863,0.0,SSW,43.0,SW,SSW,17.0,54.0,50.0,19.1,22.6,No,100,0
5972,0.6,WSW,54.0,E,SSW,11.0,42.0,17.0,29.9,38.7,No,33,1
1682,0.0,WNW,37.0,W,WSW,19.0,61.0,46.0,12.9,18.7,No,298,0
5184,0.0,WSW,28.0,N,W,17.0,70.0,45.0,13.2,19.6,No,128,0
6807,0.0,WSW,22.0,NNW,W,15.0,71.0,45.0,10.7,15.0,No,169,0
6045,0.0,SSW,28.0,SSE,SSW,13.0,38.0,27.0,17.2,23.5,No,106,0
5552,0.0,WSW,39.0,SE,WSW,20.0,79.0,26.0,16.0,26.8,No,137,0
3512,0.2,N,24.0,,N,7.0,100.0,56.0,8.9,17.5,No,166,0
4781,2.4,NNE,31.0,,ENE,6.0,86.0,54.0,20.1,27.9,Yes,81,0
3853,2.8,SE,22.0,WSW,SE,7.0,93.0,61.0,11.9,15.5,Yes,180,0
999,0.0,WSW,46.0,W,WNW,28.0,89.0,57.0,12.6,18.4,No,281,1
2168,1.4,WNW,39.0,W,W,26.0,94.0,29.0,19.4,27.0,Yes,59,0
1075,5.2,SW,52.0,SE,N,9.0,68.0,93.0,22.1,20.3,Yes,358,1
2040,0.0,W,46.0,NE,W,26.0,44.0,25.0,25.1,32.1,No,296,0
6944,0.0,NNE,46.0,N,N,26.0,44.0,45.0,25.4,27.2,No,309,0
4898,0.0,N,15.0,,N,7.0,100.0,67.0,9.2,15.3,No,204,0
1914,0.0,WNW,43.0,,N,9.0,100.0,98.0,5.7,10.6,No,166,1
913,6.6,W,30.0,WNW,W,19.0,85.0,64.0,5.7,11.2,Yes,191,0
1459,0.0,W,35.0,NNE,NW,17.0,47.0,28.0,24.3,32.5,No,71,0
5800,0.0,S,31.0,SSW,SE,6.0,92.0,100.0,23.1,21.9,No,37,1
3226,0.0,N,20.0,,N,13.0,99.0,38.0,7.3,19.2,No,217,0
4084,48.6,SE,31.0,S,ESE,11.0,92.0,59.0,20.8,27.6,Yes,50,1
1380,0.0,WSW,46.0,WSW,W,30.0,72.0,41.0,11.4,17.8,No,299,0
5047,0.0,NNE,54.0,N,E,20.0,79.0,51.0,21.8,29.2,No,355,1
5743,0.0,SW,41.0,SW,SSW,13.0,40.0,25.0,17.9,26.1,No,328,0
1868,15.0,WNW,28.0,WNW,W,11.0,89.0,58.0,11.9,17.4,Yes,119,0
5428,0.0,S,46.0,NNW,ENE,13.0,73.0,42.0,27.9,33.7,No,13,1
27,0.0,WNW,46.0,NW,WSW,30.0,49.0,22.0,21.6,26.1,No,363,1
3536,0.0,NNE,26.0,,N,15.0,99.0,87.0,11.7,15.4,No,193,0
5495,1.4,ESE,28.0,SW,S,17.0,81.0,67.0,16.4,19.7,Yes,80,1
6435,0.0,S,26.0,S,S,11.0,57.0,30.0,9.5,17.2,No,132,0
3857,0.0,NW,48.0,N,NW,31.0,68.0,50.0,15.2,19.0,No,184,0
4993,0.0,WNW,48.0,W,WSW,22.0,37.0,21.0,20.3,26.9,No,300,0
4443,0.0,W,26.0,NNW,SE,7.0,90.0,41.0,16.4,27.0,No,104,1
3731,0.0,ENE,39.0,SSE,ENE,15.0,67.0,49.0,21.8,26.5,No,28,0
3774,0.0,WNW,33.0,SW,NE,11.0,93.0,37.0,21.1,33.8,No,71,0
108,0.0,SSE,22.0,NE,N,7.0,50.0,13.0,17.4,32.6,No,78,0
1898,0.0,SE,15.0,,ESE,6.0,84.0,59.0,10.7,17.7,No,149,0
3994,0.8,NNE,28.0,W,NE,17.0,76.0,63.0,18.2,21.9,No,324,1
1657,0.0,NNE,50.0,E,NNE,28.0,70.0,42.0,15.8,25.6,No,272,1
1447,0.4,SE,50.0,SE,SE,28.0,49.0,31.0,19.7,25.2,No,59,0
4378,0.0,NNE,33.0,W,ESE,9.0,58.0,34.0,27.6,36.4,No,11,0
2828,0.0,WSW,39.0,ESE,SSE,7.0,67.0,50.0,17.8,25.7,No,354,1
2888,1.0,W,44.0,WSW,WNW,26.0,62.0,28.0,18.8,24.0,No,48,0
6859,0.0,NNE,31.0,NE,ESE,6.0,59.0,33.0,12.8,19.9,No,224,0
5489,5.0,S,31.0,SSW,SE,13.0,80.0,59.0,21.1,26.8,Yes,74,1
4455,0.0,N,22.0,,N,9.0,70.0,41.0,17.7,24.3,No,116,0
3104,1.8,SW,31.0,SE,ESE,15.0,86.0,67.0,18.8,18.6,Yes,93,0
2456,0.0,ESE,43.0,ESE,SSW,9.0,43.0,12.0,20.6,32.8,No,347,0
5230,0.0,NNE,11.0,,,0.0,100.0,64.0,9.6,17.8,No,174,0
6583,0.0,SSE,39.0,SSE,SSE,9.0,48.0,28.0,12.3,20.9,No,280,0
5767,,NNE,26.0,E,NE,9.0,86.0,98.0,20.4,21.0,,4,1
2985,5.2,E,13.0,,ESE,7.0,100.0,53.0,2.9,12.3,Yes,150,0
5132,0.0,SSE,22.0,,SSW,6.0,92.0,51.0,17.9,29.0,No,76,0
3422,0.0,NE,33.0,WSW,ENE,22.0,84.0,63.0,18.2,25.0,No,62,0
333,0.0,WNW,33.0,SE,SE,17.0,66.0,35.0,23.1,32.7,No,304,0
199,0.0,ESE,13.0,NE,SE,6.0,93.0,56.0,5.4,15.1,No,169,0
5946,0.0,SSW,41.0,S,SSE,19.0,33.0,15.0,25.0,31.5,No,7,0
5313,0.0,E,30.0,WSW,ENE,11.0,55.0,34.0,16.3,21.1,No,258,0
4556,,SW,35.0,WSW,ESE,4.0,67.0,41.0,11.7,17.2,,218,1
284,0.0,NNE,35.0,E,WNW,11.0,44.0,25.0,17.3,23.1,No,255,0
2550,0.4,SE,26.0,SE,SSE,11.0,64.0,35.0,20.5,28.8,No,76,1
2087,0.0,SSE,33.0,S,SSE,20.0,72.0,37.0,19.7,28.2,No,343,1
5198,8.8,SW,33.0,SW,S,11.0,65.0,52.0,13.0,17.1,Yes,142,0
6636,0.0,SE,26.0,SSE,SE,9.0,76.0,49.0,17.3,23.7,No,333,0
2059,0.0,NW,28.0,ESE,SSE,9.0,59.0,29.0,18.5,28.9,No,315,0
252,0.4,NNE,43.0,E,NNW,22.0,62.0,59.0,14.8,15.6,No,222,1
25,0.0,WSW,57.0,,W,26.0,41.0,28.0,26.6,31.2,No,361,0
5648,0.0,W,28.0,NNE,W,7.0,72.0,40.0,10.4,19.1,No,233,0
1653,0.8,W,70.0,WNW,W,35.0,84.0,50.0,10.3,15.0,No,268,1
5714,0.0,WNW,37.0,NNW,NW,20.0,59.0,23.0,18.4,28.1,No,299,0
5705,0.0,WNW,44.0,WSW,NE,4.0,62.0,83.0,18.1,15.5,No,290,1
2188,0.0,SSE,28.0,SSE,SSE,11.0,52.0,31.0,15.8,26.1,No,79,0
1407,0.0,W,24.0,SE,W,17.0,47.0,27.0,18.0,26.2,No,326,0
3146,0.0,W,72.0,NNW,WSW,31.0,59.0,44.0,17.8,20.3,No,135,0
1993,0.6,W,24.0,ESE,W,13.0,71.0,48.0,7.7,15.2,No,245,0
577,0.0,ENE,15.0,,ESE,7.0,90.0,57.0,4.8,14.1,No,189,0
6223,0.6,WSW,69.0,WNW,NW,35.0,33.0,19.0,16.6,22.4,No,285,0
290,0.0,NNW,22.0,NE,WNW,11.0,98.0,46.0,10.2,19.2,No,261,0
4212,0.8,ESE,17.0,SW,ESE,11.0,89.0,69.0,11.2,14.4,No,178,0
1978,0.0,SW,52.0,,SSW,7.0,86.0,54.0,10.3,17.4,No,230,0
1409,0.0,NNE,31.0,ESE,NE,9.0,64.0,30.0,21.5,30.4,No,328,0
3628,0.0,SW,41.0,WNW,ENE,9.0,53.0,39.0,13.8,21.4,No,289,0
3725,0.0,ENE,33.0,NNE,,,65.0,,23.6,,No,22,1
1394,1.6,WNW,44.0,W,W,22.0,68.0,37.0,16.0,20.9,Yes,313,0
1988,0.0,WSW,17.0,ENE,WSW,9.0,79.0,52.0,9.2,18.7,No,240,0
4672,0.0,ESE,28.0,N,NE,11.0,72.0,26.0,18.7,29.8,No,336,0
